2.447833862304687500e+02,6.696739501953125000e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.000457525253295898e+00,1.581429576873779297e+01,2.794301171875000000e+04,6.400322914123535156e+00
9.262356567382812500e+01,1.175389770507812500e+03,6.198662948608398438e+01,1.910000000000000000e+02,1.745040893554687500e+00,1.793247604370117188e+01,3.612633203125000000e+04,1.832418251037597656e+01
2.333800811767578125e+02,7.832661132812500000e+02,3.133538208007812500e+02,1.910000000000000000e+02,2.676778078079223633e+00,3.457575607299804688e+01,2.995591406250000000e+04,7.237339019775390625e+00
1.251066131591796875e+02,7.005132446289062500e+02,5.043801269531250000e+02,1.910000000000000000e+02,1.109550356864929199e+00,3.385290908813476562e+01,2.759474804687500000e+04,7.517772197723388672e+00
2.449425964355468750e+02,7.605150146484375000e+02,3.245423583984375000e+02,1.910000000000000000e+02,1.561547756195068359e+00,1.070697307586669922e+01,2.962396679687500000e+04,6.759899616241455078e+00
3.188262634277343750e+02,5.956310424804687500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.018618464469909668e+00,1.074778175354003906e+01,2.714216796875000000e+04,6.088534355163574219e+00
2.245699920654296875e+02,5.802219848632812500e+02,5.252080688476562500e+02,1.910000000000000000e+02,1.109550356864929199e+00,1.572453880310058594e+01,2.613383007812500000e+04,6.213356971740722656e+00
2.449425964355468750e+02,7.914082641601562500e+02,2.936491394042968750e+02,1.910000000000000000e+02,1.454634547233581543e+00,1.577407169342041016e+01,3.019521093750000000e+04,6.879690170288085938e+00
1.453851928710937500e+02,7.916391601562500000e+02,3.929756469726562500e+02,1.910000000000000000e+02,1.000457525253295898e+00,3.394765853881835938e+01,2.943538476562500000e+04,7.356757164001464844e+00
2.449425964355468750e+02,6.047375488281250000e+02,4.803198547363281250e+02,1.910000000000000000e+02,1.561547756195068359e+00,9.146721839904785156e+00,2.674350390625000000e+04,6.174163341522216797e+00
9.844207000732421875e+01,7.538302612304687500e+02,4.777276916503906250e+02,1.910000000000000000e+02,1.717808127403259277e+00,1.034181404113769531e+01,2.837597851562500000e+04,7.222262859344482422e+00
1.862680358886718750e+02,6.185239257812500000e+02,5.252080688476562500e+02,1.910000000000000000e+02,1.109550356864929199e+00,3.850239944458007812e+01,2.654810156250000000e+04,7.333852767944335938e+00
2.607596740722656250e+02,5.889204711914062500e+02,4.803198547363281250e+02,1.910000000000000000e+02,1.561547756195068359e+00,7.750866413116455078e+00,2.657242578125000000e+04,6.111637592315673828e+00
3.242681579589843750e+02,5.901891479492187500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.089627265930175781e+00,1.074778175354003906e+01,2.708330859375000000e+04,6.068422794342041016e+00
3.188262634277343750e+02,5.956310424804687500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.444024682044982910e+00,1.074778175354003906e+01,2.714216796875000000e+04,6.180035591125488281e+00
2.449425964355468750e+02,6.047375488281250000e+02,4.803198547363281250e+02,1.910000000000000000e+02,1.561547756195068359e+00,1.119619464874267578e+01,2.674350390625000000e+04,6.257904529571533203e+00
3.185901489257812500e+02,5.958671264648437500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.018618464469909668e+00,1.074778175354003906e+01,2.714472265625000000e+04,6.087819576263427734e+00
3.188262634277343750e+02,5.113538513183593750e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.717606782913208008e+00,1.074778175354003906e+01,2.558380859375000000e+04,5.963835239410400391e+00
3.242681579589843750e+02,6.062636108398437500e+02,3.994682617187500000e+02,1.910000000000000000e+02,1.089627265930175781e+00,8.698416709899902344e+00,2.738053906250000000e+04,6.141818523406982422e+00
3.245042724609375000e+02,5.899530639648437500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.089627265930175781e+00,1.074778175354003906e+01,2.708075585937500000e+04,6.069609165191650391e+00
3.424765625000000000e+02,4.877035522460937500e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.421121835708618164e+00,1.074778175354003906e+01,2.532800781250000000e+04,5.960124969482421875e+00
3.188262634277343750e+02,5.956310424804687500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.023328304290771484e+00,4.054934978485107422e+00,2.714216796875000000e+04,6.077340602874755859e+00
3.242681579589843750e+02,5.901891479492187500e+02,4.155426940917968750e+02,1.910000000000000000e+02,1.111054897308349609e+00,1.074778175354003906e+01,2.708330859375000000e+04,6.069701671600341797e+00
3.144900817871093750e+02,6.166915283203125000e+02,3.988183898925781250e+02,1.910000000000000000e+02,1.806272149085998535e+00,1.074778175354003906e+01,2.749831445312500000e+04,6.283135414123535156e+00
3.489971923828125000e+02,5.581194458007812500e+02,4.228833312988281250e+02,1.910000000000000000e+02,1.089627265930175781e+00,1.074778175354003906e+01,2.668010546875000000e+04,5.998655796051025391e+00
3.424765625000000000e+02,4.877035522460937500e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.421121835708618164e+00,2.750407218933105469e+01,2.532800781250000000e+04,6.282483577728271484e+00
3.150228576660156250e+02,5.920938110351562500e+02,4.228833312988281250e+02,1.910000000000000000e+02,1.089627265930175781e+00,1.782676315307617188e+01,2.704757031250000000e+04,6.165454387664794922e+00
1.400881958007812500e+02,6.900919189453125000e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.421121835708618164e+00,1.074778175354003906e+01,2.751703125000000000e+04,6.716578483581542969e+00
3.658384704589843750e+02,4.643416748046875000e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.684513807296752930e+00,1.074778175354003906e+01,2.507532617187500000e+04,6.236145019531250000e+00
3.528005065917968750e+02,4.147930603027343750e+02,5.624064331054687500e+02,1.910000000000000000e+02,1.717606782913208008e+00,1.074778175354003906e+01,2.405906250000000000e+04,6.443624019622802734e+00
3.189580993652343750e+02,5.112220153808593750e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.744390368461608887e+00,2.173389053344726562e+01,2.558238085937500000e+04,6.237798213958740234e+00
1.381100463867187500e+02,7.105018310546875000e+02,4.813881225585937500e+02,1.910000000000000000e+02,1.487447500228881836e+00,1.074778175354003906e+01,2.787924609375000000e+04,6.775281906127929688e+00
3.423447265625000000e+02,4.878354187011718750e+02,4.998198852539062500e+02,1.910000000000000000e+02,1.756513476371765137e+00,1.074778175354003906e+01,2.532943359375000000e+04,5.995058536529541016e+00
3.408027038574218750e+02,5.479174804687500000e+02,4.412797851562500000e+02,1.910000000000000000e+02,1.066222190856933594e+00,8.390729904174804688e+00,2.642857031250000000e+04,5.946186065673828125e+00
3.454551696777343750e+02,5.788546142578125000e+02,4.056902160644531250e+02,1.910000000000000000e+02,1.133207678794860840e+00,1.074778175354003906e+01,2.703633203125000000e+04,6.074358463287353516e+00
3.423099670410156250e+02,4.940023803710937500e+02,4.936876525878906250e+02,1.910000000000000000e+02,1.673367619514465332e+00,8.390729904174804688e+00,2.544319921875000000e+04,5.923209667205810547e+00
