1.030643272399902344e+01,5.561438598632812500e+02,2.148281097412109375e+01,2.644670677185058594e+01,1.800000000000000000e+02,1.750000000000000000e+03,3.220055770874023438e+01,2.000000029802322388e-01,1.801824035644531250e+02
5.330463867187500000e+02,3.164853210449218750e+02,4.620502471923828125e+01,4.675140380859375000e+01,1.800000000000000000e+02,1.750000000000000000e+03,8.079036712646484375e+00,2.000000029802322388e-01,7.493849182128906250e+01
1.256553421020507812e+02,3.394346008300781250e+02,2.368849945068359375e+01,2.618629074096679688e+01,1.800000000000000000e+02,1.750000000000000000e+03,8.285559654235839844e+00,2.000000029802322388e-01,7.191864776611328125e+01
2.963177490234375000e+02,5.171658935546875000e+02,1.829282569885253906e+01,4.638963699340820312e+01,1.800000000000000000e+02,1.750000000000000000e+03,9.009369850158691406e+00,1.500000059604644775e-01,1.709331054687500000e+02
4.551632080078125000e+02,1.530332088470458984e+01,3.551924896240234375e+01,6.021110534667968750e+00,1.800000000000000000e+02,1.750000000000000000e+03,1.763106155395507812e+01,2.000000029802322388e-01,1.572439117431640625e+02
1.263954925537109375e+02,3.390589599609375000e+02,2.660282707214355469e+01,2.766953277587890625e+01,1.800000000000000000e+02,1.750000000000000000e+03,8.354772567749023438e+00,2.000000029802322388e-01,7.354486083984375000e+01
3.214362182617187500e+02,3.331520385742187500e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,7.414235591888427734e+00,2.000000029802322388e-01,7.939801025390625000e+01
5.380213012695312500e+02,5.463569335937500000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,6.244880676269531250e+00,2.000000029802322388e-01,7.946572875976562500e+01
2.750877952575683594e+01,9.844621276855468750e+01,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,2.388434028625488281e+01,2.000000029802322388e-01,1.781360931396484375e+02
4.435692138671875000e+02,4.532807922363281250e+02,5.000000000000000000e+01,5.000000000000000000e+01,1.800000000000000000e+02,1.750000000000000000e+03,9.279282569885253906e+00,1.500000059604644775e-01,1.935355072021484375e+02
5.730000000000000000e+02,4.223794860839843750e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,6.523836612701416016e+00,2.000000029802322388e-01,8.126297760009765625e+01
5.730000000000000000e+02,5.730000000000000000e+02,5.000000000000000000e+01,5.000000000000000000e+01,1.800000000000000000e+02,1.750000000000000000e+03,9.930919647216796875e+00,2.000000029802322388e-01,9.991043090820312500e+01
4.067972412109375000e+02,5.730000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,6.445650577545166016e+00,2.000000029802322388e-01,8.175600433349609375e+01
5.730000000000000000e+02,2.016850738525390625e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,7.669507980346679688e+00,2.000000029802322388e-01,8.901625061035156250e+01
2.191817169189453125e+02,2.904293518066406250e+02,1.000000000000000000e+01,5.000000000000000000e+01,1.800000000000000000e+02,1.750000000000000000e+03,8.515368461608886719e+00,2.000000029802322388e-01,6.662760925292968750e+01
2.299895629882812500e+02,3.994900817871093750e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,7.380023479461669922e+00,2.000000029802322388e-01,8.762007904052734375e+01
4.884467773437500000e+02,3.267718200683593750e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,7.079360485076904297e+00,2.000000029802322388e-01,7.960841369628906250e+01
5.730000000000000000e+02,3.013835754394531250e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,7.510855674743652344e+00,2.000000029802322388e-01,9.314229583740234375e+01
3.822701721191406250e+02,4.668919372558593750e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,6.783609390258789062e+00,2.000000029802322388e-01,8.630306243896484375e+01
4.673170471191406250e+02,5.730000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e+01,1.800000000000000000e+02,1.750000000000000000e+03,9.647024154663085938e+00,2.000000029802322388e-01,9.826432800292968750e+01
4.732533264160156250e+02,5.730000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.800000000000000000e+02,1.750000000000000000e+03,6.725672721862792969e+00,2.000000029802322388e-01,9.160079956054687500e+01
