4.452509129053998436e+02,4.829215935060638571e+02,4.018274935885362424e+02,1.910000000000000000e+02,1.369480398709310265e+00,1.791079351004148990e+01,5.933787345886230469e+00
4.452509129053998436e+02,4.829215935060638571e+02,4.018274935885362424e+02,1.910000000000000000e+02,1.369480398709310265e+00,1.791079351004148990e+01,5.933787345886230469e+00
4.804914265239961537e+02,3.753636882390354117e+02,4.741448852369684914e+02,1.910000000000000000e+02,1.499408269142916694e+00,1.018085498823404222e+01,5.514089584350585938e+00
4.880581542243843955e+02,3.677969605386470562e+02,4.741448852369684914e+02,1.910000000000000000e+02,1.499408269142916694e+00,1.018085498823404222e+01,5.483842372894287109e+00
4.778775169997846319e+02,3.779775977632469335e+02,4.741448852369684914e+02,1.910000000000000000e+02,1.542792274749257730e+00,5.387104794598599256e+00,5.372891426086425781e+00
4.880581542243843955e+02,3.677969605386470562e+02,4.741448852369684914e+02,1.910000000000000000e+02,1.126482246934486398e+00,4.517127893223755741e+00,5.160880565643310547e+00
5.240117525485542274e+02,3.112797427111715365e+02,4.947085047402742362e+02,1.910000000000000000e+02,1.267652408401386710e+00,5.324821959984409325e+00,5.000675678253173828e+00
5.240117525485542274e+02,3.112797427111715365e+02,4.947085047402742362e+02,1.910000000000000000e+02,1.267652408401386710e+00,5.324821959984409325e+00,5.000675678253173828e+00
5.091113230037626067e+02,3.261801722559631003e+02,4.947085047402742362e+02,1.910000000000000000e+02,1.138640179064117630e+00,1.467108265618617402e+00,4.916949748992919922e+00
5.091113230037626067e+02,3.261801722559631003e+02,4.947085047402742362e+02,1.910000000000000000e+02,1.138640179064117630e+00,1.467108265618617402e+00,4.916949748992919922e+00
